english_text,category,emotion,instruction,target_duration_sec,hint
"When the hyena howled close to camp last night, the cattle became restless and noisy.",PASTORAL_LIFE,NEUTRAL,,13,Describe cattle reacting to a hyena at night
"My mother churned the milk in the calabash for a long time before it turned to butter.",PASTORAL_LIFE,NEUTRAL,,13,Describe making butter from milk in a calabash
"The old cow with the crooked horn always leads the others to water without fail.",PASTORAL_LIFE,NEUTRAL,,12,Describe an old lead cow guiding the herd
"We camp near the river during the dry season so the cattle can drink easily.",PASTORAL_LIFE,NEUTRAL,,11,Say you camp near water in dry season
"The boy ran fast to bring the herd home before the dark storm arrived.",PASTORAL_LIFE,NEUTRAL,,11,Describe rushing cattle home before a storm
"Good pasture with clean water nearby is worth more than gold to a herder.",PASTORAL_LIFE,NEUTRAL,,11,Say good pasture and water are most valuable
"The salt lick brings all the animals together from across the wide plain.",PASTORAL_LIFE,NEUTRAL,,11,Describe animals gathering at a salt lick
"After three days of walking, we reached the seasonal pasture full of green grass.",PASTORAL_LIFE,HAPPY,,11,Describe arriving at fresh seasonal pasture
"The Fula woman sells fresh milk and sour cream at the morning market every day.",PASTORAL_LIFE,NEUTRAL,,11,Describe a Fula woman selling dairy products
"The young herder learned to throw a stick with great accuracy to guide the cattle.",PASTORAL_LIFE,NEUTRAL,,11,Describe a herder learning to guide cattle
"When the rainy season ends, the Fula families begin their long journey southward.",PASTORAL_LIFE,NEUTRAL,,11,Describe the start of seasonal migration
"The cattle thief was caught and brought before the village elders for judgment.",PASTORAL_LIFE,NEUTRAL,,11,Describe a cattle thief being judged
"A sick cow must be separated from the herd quickly before others fall ill.",PASTORAL_LIFE,NEUTRAL,,11,Say sick cattle must be kept apart
"The herdsman counts his animals every evening to make sure none have strayed.",PASTORAL_LIFE,NEUTRAL,,11,Describe counting cattle each evening
"We gave the exhausted cow extra water and let her rest in the shade all day.",PASTORAL_LIFE,NEUTRAL,,11,Describe caring for a tired cow
"The children help to herd the goats while the men take the cattle to pasture.",PASTORAL_LIFE,NEUTRAL,,11,Describe children helping with goat herding
"A good dog trained well is worth more than three lazy men as a cattle guard.",PASTORAL_LIFE,NEUTRAL,,12,Say a good dog beats lazy guards for cattle
"The water hole that many animals share must be kept clean and free of mud.",PASTORAL_LIFE,NEUTRAL,,11,Say the shared water hole must be kept clean
"My grandmother used to cure animal sickness with plants she found in the bush.",PASTORAL_LIFE,NEUTRAL,,11,Describe a grandmother's traditional animal medicine
"The first thing you do in the morning is greet your animals and check them.",PASTORAL_LIFE,NEUTRAL,,10,Say checking animals is the first morning task
"When buying cattle at the market, look at the teeth first to judge the age.",PASTORAL_LIFE,NEUTRAL,,11,Give advice on how to judge cattle age
"I do not understand what you are saying, can you please say it again?",FUNCTIONAL_PHRASES,NEUTRAL,,9,Ask someone to repeat what they said
"Excuse me, I am looking for the road that goes to the central market.",FUNCTIONAL_PHRASES,NEUTRAL,,10,Ask for directions to the market
"I am sorry, I did not mean to do that, it was an accident.",FUNCTIONAL_PHRASES,NEUTRAL,,9,Apologize for doing something by accident
"Can you help me carry this heavy bag to my house nearby?",FUNCTIONAL_PHRASES,NEUTRAL,,9,Ask for help carrying something heavy
"How do I get to the hospital from this place where I am now?",FUNCTIONAL_PHRASES,QUESTION,,9,Ask for directions to the hospital
"I would like to buy two of those, how much will that cost me?",FUNCTIONAL_PHRASES,QUESTION,,10,Ask how much two items will cost
"Please can you write your phone number here so I can call you later?",FUNCTIONAL_PHRASES,NEUTRAL,,10,Ask for someone's phone number
"I am not from here, I am just visiting this town for a few days.",FUNCTIONAL_PHRASES,NEUTRAL,,10,Explain you are a visitor to the town
"What time does the morning bus leave from this station to the next town?",FUNCTIONAL_PHRASES,QUESTION,,10,Ask about bus departure time
"I need to charge my phone, do you have a place where I can do that?",FUNCTIONAL_PHRASES,QUESTION,,10,Ask if you can charge your phone somewhere
"My bag is missing and I think I left it on the bus this morning.",FUNCTIONAL_PHRASES,NEUTRAL,,10,Report a missing bag left on a bus
"I would like to exchange some money, where is the money changer here?",FUNCTIONAL_PHRASES,QUESTION,,10,Ask where to exchange money
"Can you speak more slowly please, I am still learning your language?",FUNCTIONAL_PHRASES,NEUTRAL,,9,Ask someone to speak slower while learning
"I am looking for somewhere to sleep tonight, is there a guesthouse near here?",FUNCTIONAL_PHRASES,QUESTION,,10,Ask about a place to sleep nearby
"Do you have something smaller than this note to give me as change?",FUNCTIONAL_PHRASES,QUESTION,,9,Ask for change for a large note
"I am feeling very unwell today, I think I need to see a doctor soon.",FUNCTIONAL_PHRASES,NEUTRAL,,10,Say you feel sick and need a doctor
"Could you please tell me your name again, I forgot what you said before?",FUNCTIONAL_PHRASES,NEUTRAL,,9,Ask someone to repeat their name
"Is there anyone here who can speak a little English to help me please?",FUNCTIONAL_PHRASES,QUESTION,,10,Ask if anyone speaks English to help
"I want to send this to my family but I do not know how much it costs.",FUNCTIONAL_PHRASES,NEUTRAL,,10,Say you want to send something but need cost
"I have been waiting here for more than one hour and no one has come.",FUNCTIONAL_PHRASES,NEUTRAL,,10,Complain about waiting a long time
"This is not what I ordered, I asked for something different from this.",FUNCTIONAL_PHRASES,NEUTRAL,,9,Complain you got the wrong order
"I cannot eat this food because I do not eat meat for religious reasons.",FUNCTIONAL_PHRASES,NEUTRAL,,10,Explain you cannot eat meat for religion
"My child is very sick with a high fever and I am very worried about her.",FUNCTIONAL_PHRASES,NEUTRAL,,10,Say your child has a fever and you're worried
"Please call an ambulance immediately, there has been a bad accident here.",FUNCTIONAL_PHRASES,URGENT,,9,Ask someone to call emergency services
"I left my passport at the hotel, can you wait for me while I go to get it?",FUNCTIONAL_PHRASES,NEUTRAL,,12,Ask someone to wait while you get your passport
"Can you show me where the toilet is in this building please?",FUNCTIONAL_PHRASES,NEUTRAL,,8,Ask where the toilet is
"I want to make a phone call, do you have a phone I can borrow for a moment?",FUNCTIONAL_PHRASES,QUESTION,,11,Ask to borrow someone's phone for a call
"I do not have enough money right now, can I pay you the rest tomorrow?",FUNCTIONAL_PHRASES,NEUTRAL,,10,Ask to pay the remaining money tomorrow
"How long will it take to get to the border crossing by bus from here?",FUNCTIONAL_PHRASES,QUESTION,,10,Ask how long the bus journey to the border takes
"I need to find a mechanic because my motorbike broke down on the road.",FUNCTIONAL_PHRASES,NEUTRAL,,10,Say your motorbike broke down and you need help
"Could you please hold my bag for a moment while I look for my money?",FUNCTIONAL_PHRASES,NEUTRAL,,10,Ask someone to hold your bag briefly
"Is this seat taken or is it free for me to sit down here with you?",FUNCTIONAL_PHRASES,QUESTION,,10,Ask if a seat is available to sit
"I want to go to the main mosque for Friday prayers, which way is it?",FUNCTIONAL_PHRASES,QUESTION,,10,Ask for directions to the Friday mosque
"Do you know someone who can help me translate this letter into French?",FUNCTIONAL_PHRASES,QUESTION,,10,Ask for help translating a letter to French
"I need to find a pharmacy that is still open at this time of night.",FUNCTIONAL_PHRASES,NEUTRAL,,10,Say you need a pharmacy open at night
"Can you help me read this form because my eyesight is not very good?",FUNCTIONAL_PHRASES,NEUTRAL,,9,Ask for help reading a form
"I missed the last bus and now I need to find somewhere to spend the night.",FUNCTIONAL_PHRASES,NEUTRAL,,10,Say you missed the bus and need accommodation
"Please let the doctor know that I have been waiting here since early morning.",FUNCTIONAL_PHRASES,NEUTRAL,,10,Ask to tell the doctor you've been waiting long
"I want to register my child for school, who is the person I should speak to?",FUNCTIONAL_PHRASES,QUESTION,,11,Ask who to talk to about enrolling a child in school
