english_text,category,emotion,instruction,target_duration_sec,hint
"I need to find someone who can translate this letter from French into English for me.",FUNCTIONAL_PHRASES,NEUTRAL,,9,Say you need someone to translate a letter from French to English
"My child needs the school enrollment form, where do I go to collect it from please?",FUNCTIONAL_PHRASES,QUESTION,,8,Ask where to collect the school enrollment form for your child
"Is there a place nearby where I can print and photocopy some documents today?",FUNCTIONAL_PHRASES,QUESTION,,8,Ask if there is a nearby printing and photocopying service
"I would like to file a complaint about the water supply, who should I speak to here?",FUNCTIONAL_PHRASES,QUESTION,,9,Ask who to speak to about making a water complaint
"Can you help me fill in this form because I cannot read all the small letters clearly?",FUNCTIONAL_PHRASES,NEUTRAL,,9,Ask for help filling a form because you can't read the small print
"I need to reach the next town urgently, is there any vehicle going that way today?",FUNCTIONAL_PHRASES,URGENT,,8,Say you urgently need a vehicle to the next town
"Do you know if the health center is still open at this time on a Saturday afternoon?",FUNCTIONAL_PHRASES,QUESTION,,9,Ask if the health center is open on Saturday afternoon
"My phone ran out of credit and I need to make one important call, may I borrow yours?",FUNCTIONAL_PHRASES,NEUTRAL,,9,Ask to borrow someone's phone for one important call
"I was told to collect a package here but the person who sent it did not give me a reference.",FUNCTIONAL_PHRASES,NEUTRAL,,10,Say you came to collect a package but have no reference number
"How do I register my child for the national school examinations that are coming up?",FUNCTIONAL_PHRASES,QUESTION,,9,Ask how to register a child for the national school exams
"I lost my identity card last week and I need to know how to get a replacement quickly.",FUNCTIONAL_PHRASES,NEUTRAL,,9,Say you lost your identity card and need a replacement
"Can you hold this for me while I go to the tap to wash my hands before eating?",FUNCTIONAL_PHRASES,NEUTRAL,,8,Ask someone to hold something while you wash your hands
"Is this the queue for registering a new mobile number or for paying the bill only?",FUNCTIONAL_PHRASES,QUESTION,,8,Ask if the queue is for new registration or bill payment only
"I need someone to witness my signature on this agreement, will you do it for me?",FUNCTIONAL_PHRASES,NEUTRAL,,8,Ask someone to witness your signature on an agreement
"The taxi driver dropped me at the wrong location, how do I get to where I need to be?",FUNCTIONAL_PHRASES,NEUTRAL,,9,Say the taxi took you to the wrong place and ask for directions
"There is a strong smell of smoke coming from next door, should we be worried about fire?",FUNCTIONAL_PHRASES,QUESTION,,9,Ask if smoke from next door could mean fire is a danger
"I have been told that my application was rejected but nobody has told me the reason why.",FUNCTIONAL_PHRASES,NEUTRAL,,9,Say your application was rejected without any explanation
"Can you please show me how to use this machine, I have never operated one like this before?",FUNCTIONAL_PHRASES,NEUTRAL,,9,Ask someone to show you how to use an unfamiliar machine
"I need to report that there is a broken water pipe at the corner of our road leaking badly.",FUNCTIONAL_PHRASES,NEUTRAL,,9,Say you want to report a broken leaking water pipe
"What documents do I need to bring to register the birth of my child at the office?",FUNCTIONAL_PHRASES,QUESTION,,9,Ask what documents are needed to register a birth
"I have been coming every day for a week and nobody can tell me when my case will be heard.",FUNCTIONAL_PHRASES,NEUTRAL,,10,Say you've come every day for a week with no news on your case
"The medicine they gave me last time made me feel worse, not better, what should I do?",FUNCTIONAL_PHRASES,QUESTION,,10,Say your last medicine made you worse and ask what to do
"I am looking for work and someone told me this is the place to ask about available jobs.",FUNCTIONAL_PHRASES,NEUTRAL,,10,Say you are job-seeking and were told to ask here
"Can you give me a receipt for this payment so I have proof that I paid what I owed?",FUNCTIONAL_PHRASES,NEUTRAL,,8,Ask for a receipt as proof of payment
"I am so happy right now that I feel like singing and dancing in the middle of the road.",EMOTIONS_HAPPY,HAPPY,,10,Say you're so happy you feel like singing and dancing in the road
"My heart is full of joy because my daughter passed her exams and will go to university.",EMOTIONS_HAPPY,HAPPY,,10,Say your heart is full of joy because daughter passed for university
"When I heard the good news I could not stop smiling for the rest of the entire day.",EMOTIONS_HAPPY,HAPPY,,9,Say you couldn't stop smiling all day after hearing good news
"I feel light as a feather today, everything seems bright and the world feels very good.",EMOTIONS_HAPPY,HAPPY,,9,Say you feel light, bright, and the world feels wonderful today
"The happiness I felt when I held my first child for the very first time is impossible to describe.",EMOTIONS_HAPPY,HAPPY,,11,Say the joy of holding your first baby was impossible to describe
"My whole body fills with warmth whenever I see my family gathered together in one place.",EMOTIONS_HAPPY,HAPPY,,10,Say warmth fills you whenever the whole family gathers together
"We laughed until our stomachs hurt at the story the old man told us last night.",EMOTIONS_HAPPY,HAPPY,,10,Say you laughed so hard your stomach hurt at an old man's story
"Today is a very good day and I want to thank God for every small blessing in my life.",EMOTIONS_HAPPY,HAPPY,,10,Give thanks for the small blessings on a good day
"I cannot contain my excitement, I have been looking forward to this day for so long now.",EMOTIONS_HAPPY,EXCITED,,9,Say you're bursting with excitement for a long-awaited day
"The wedding was so joyful and full of dancing and singing that nobody wanted to go home.",EMOTIONS_HAPPY,HAPPY,,10,Say the wedding was so joyful nobody wanted to leave
"She squealed with delight when she saw the surprise that we had prepared for her birthday.",EMOTIONS_HAPPY,EXCITED,,10,Say she squealed with delight at her birthday surprise
"When my father came home after two years away, I ran to him and would not let him go.",EMOTIONS_HAPPY,HAPPY,,10,Say you ran to your father and held on when he came home after two years
"The whole village celebrated when the school results came and seven children had passed.",EMOTIONS_HAPPY,HAPPY,,10,Say the village celebrated when seven children passed the school exams
"I have never felt so proud in my life as when my son gave his first speech at graduation.",EMOTIONS_HAPPY,HAPPY,,11,Say you never felt prouder than at your son's graduation speech
"Happiness is when you have good health, a roof over your head, and your family near you.",EMOTIONS_HAPPY,HAPPY,,10,Define happiness as health, shelter, and family nearby
"I feel very sad today because my old friend left this morning to go back to his village.",EMOTIONS_SAD,SAD,,9,Say you're sad because an old friend left to go back to his village
"The grief of losing a parent is something that stays with you for the rest of your life.",EMOTIONS_SAD,SAD,,10,Say the grief of losing a parent stays with you forever
"My heart sank when I heard the news and I sat down because my legs went weak under me.",EMOTIONS_SAD,SAD,,10,Say your heart sank and legs went weak when you heard bad news
"She has been crying quietly to herself ever since she got the letter three days ago.",EMOTIONS_SAD,SAD,,9,Say she has been crying quietly since receiving a letter
"The loneliness of being far from home is something I feel every single day I am here.",EMOTIONS_SAD,SAD,,9,Say loneliness from being far from home is felt every single day
"When things go wrong all at once it is hard to know which problem to face first.",EMOTIONS_SAD,SAD,,9,Say it's hard to know where to start when everything goes wrong at once
"I miss the sound of my mother's voice and the smell of her cooking more than anything else.",EMOTIONS_SAD,SAD,,9,Say you miss your mother's voice and cooking most of all
"The whole neighborhood became quiet with grief when the young child passed away so suddenly.",EMOTIONS_SAD,SAD,,10,Say the neighborhood fell quiet with grief when a young child died
"He came home from the city with nothing and the sadness in his eyes was hard to witness.",EMOTIONS_SAD,SAD,,10,Say someone came home from the city with nothing and sorrow in his eyes
"Even though I smile on the outside, there is a heaviness in my chest that will not go away.",EMOTIONS_SAD,SAD,,10,Say you smile outwardly but carry a heavy sadness inside
"We cried together at the graveside and held each other because there were no words to say.",EMOTIONS_SAD,SAD,,10,Say you cried together at the grave with no words left to speak
"She did not say much but the look in her eyes said everything that she was feeling inside.",EMOTIONS_SAD,SAD,,9,Say someone's eyes showed everything without any words
"It breaks my heart to see my old parents struggling when I am not able to help them more.",EMOTIONS_SAD,SAD,,10,Say it breaks your heart to see aging parents struggle when you can't help more
"I have not heard from my brother in six months and I am beginning to worry about him.",EMOTIONS_SAD,SAD,,9,Say you haven't heard from your brother in six months and are worried
"The hardest thing in this world is watching someone you love suffer and being able to do nothing.",EMOTIONS_SAD,SAD,,11,Say watching a loved one suffer while you're helpless is the hardest thing
