english_text,category,emotion,instruction,target_duration_sec,hint
"The children learn to herd goats before they are old enough to handle the bigger cattle.",PASTORAL_LIFE,NEUTRAL,,11,Say children herd goats before they are old enough for cattle
"We share the milking duties among the family and each wife milks her own assigned cows.",PASTORAL_LIFE,NEUTRAL,,11,Say milking duties are shared and each wife milks her own cows
"The cattle know their home pen and return there on their own as the sun begins to set.",PASTORAL_LIFE,NEUTRAL,,11,Say cattle return to their pen on their own at sunset
"When the rains finally come after a long drought the cattle run to the water with great joy.",PASTORAL_LIFE,HAPPY,,11,Say cattle run joyfully to water when rain breaks a drought
"We calculate a man's bride price partly based on the number of cattle his family owns.",PASTORAL_LIFE,NEUTRAL,,11,Say bride price is partly based on how many cattle the family has
"The spotted cow always gives the most milk and the children named her after the first daughter.",PASTORAL_LIFE,HAPPY,,12,Say the best milk cow is named after the firstborn daughter
"We spent a whole month building the new cattle pen from timber cut from the nearby forest.",PASTORAL_LIFE,NEUTRAL,,10,Say you spent a month building a new cattle pen from timber
"The cattle tax must be paid each year and the chief comes to count the herd personally.",PASTORAL_LIFE,NEUTRAL,,10,Say the chief counts the herd each year to collect cattle tax
"The wisdom of an old cattle herder is worth more than twenty books on animal keeping.",PASTORAL_LIFE,NEUTRAL,,10,Say an old herder's wisdom beats twenty books on animal care
"A man who speaks soft words to his cattle will have calmer animals than a harsh man.",PASTORAL_LIFE,NEUTRAL,,10,Say cattle respond better to a man who speaks to them gently
"We do not sell the grandmother cow because she is the memory of all the cattle before her.",PASTORAL_LIFE,NEUTRAL,,11,Say you never sell the oldest cow because she holds herd memory
"You cannot buy what you have not seen, so always look at the animal before you pay.",PROVERBS,NEUTRAL,,9,Say you must see an animal before paying for it
"The elder who does not speak when he should is no better than a stone in the shade.",PROVERBS,NEUTRAL,,10,Say a silent elder is as useless as a stone in the shade
"Fire that is covered does not go out, it only waits for the right moment to burn bright.",PROVERBS,NEUTRAL,,10,Say a hidden fire waits to burn — hidden strength returns
"When the shepherd is absent, the wolves do not sleep or take a day off from hunting.",PROVERBS,NEUTRAL,,10,Say trouble never rests when the protector is away
"The person who digs the pit that their neighbor falls into will not escape it themselves.",PROVERBS,NEUTRAL,,11,Say those who trap others will fall in their own trap
"Water never flows uphill no matter how hard the wind pushes against the current.",PROVERBS,NEUTRAL,,9,Say some things are impossible no matter how hard you try
"The palm tree that stands alone in the field gets cut down first by the approaching storm.",PROVERBS,NEUTRAL,,11,Say standing alone makes you vulnerable to danger
"Knowledge is the only wealth a thief cannot take from you while you sleep at night.",PROVERBS,NEUTRAL,,10,Say knowledge is the one wealth thieves cannot steal
"The frog in the well does not know the size of the great ocean beyond his small world.",PROVERBS,NEUTRAL,,11,Say someone who stays in one place doesn't know the wider world
"A man who never makes a mistake never makes anything worth remembering at all.",PROVERBS,NEUTRAL,,9,Say making mistakes is part of making something meaningful
"The stick that was used to beat you today can be used to protect you tomorrow.",PROVERBS,NEUTRAL,,10,Say what hurts you now can protect you later
"You cannot wake up someone who is only pretending to be asleep in the afternoon.",PROVERBS,NEUTRAL,,10,Say you cannot help someone who refuses to see the truth
"The fish that opens its mouth too wide in the water is the one that the fisher hook catches.",PROVERBS,NEUTRAL,,11,Say talking too much gets you into trouble
"A person who tells all his secrets to his friend has given his friend a knife to use.",PROVERBS,NEUTRAL,,10,Say telling all your secrets gives others power over you
"Where the tree falls, that is where it rests, and life ends where God decided from the start.",PROVERBS,NEUTRAL,,11,Say we end where God intended, like a fallen tree
"Sweep the dust from your own door before telling your neighbor his compound is dirty.",PROVERBS,NEUTRAL,,11,Say clean your own house before criticizing your neighbor's
"When the cat is away the rats do not mourn, they eat the food and dance on the table.",PROVERBS,NEUTRAL,,11,Say people misbehave when authority is absent
"The calabash that travels far from home always comes back cracked and full of new stories.",PROVERBS,NEUTRAL,,10,Say travelers return changed and with many stories
"Greet the person at the door before you ask them what they want and why they came.",PROVERBS,NEUTRAL,,10,Say greet first, ask questions later — show hospitality first
"A gift given in anger is not a gift, it is a burden wrapped up in nice cloth for the eye.",PROVERBS,NEUTRAL,,11,Say a gift given in anger is not truly a gift
"The one who carries the heavy load uphill does not brag about it when they reach the top.",PROVERBS,NEUTRAL,,10,Say those who work hardest are often the most humble
"If you want to know a man's character, give him power and then watch what he does.",PROVERBS,NEUTRAL,,10,Say power reveals character — watch what someone does with it
"The tree does not hate the axe because the axe does not know what it is doing.",PROVERBS,NEUTRAL,,10,Say forgive those who hurt you — they often don't know better
"Even the sweetest water from the deepest well will become bitter if you take too much.",PROVERBS,NEUTRAL,,11,Say even the best things become bad when you take too much
"A sleeping leopard is still more dangerous than a running rabbit if you are too close.",PROVERBS,NEUTRAL,,10,Say a quiet danger can still be more dangerous than an active one
"The young man who disrespects elders is building a house on sand at the ocean's edge.",PROVERBS,NEUTRAL,,11,Say disrespecting elders is building your life on an unstable foundation
"Do not count your harvest before the rain has stopped and the last crop is safely in.",PROVERBS,NEUTRAL,,11,Say don't celebrate too early before everything is secured
"The community that shares its problems has already halved them before speaking out loud.",PROVERBS,NEUTRAL,,11,Say sharing problems with community already makes them smaller
"A wise leader speaks last so he can hear everything before he decides on the right path.",PROVERBS,NEUTRAL,,10,Say a wise leader speaks last after hearing everything
"What the old woman says sitting still, the young man cannot see running up the mountain.",PROVERBS,NEUTRAL,,11,Say elders have wisdom that youth cannot gain through activity
"The goat does not know it is leading itself to the ceremony until it smells the smoke.",PROVERBS,NEUTRAL,,11,Say some people don't realize where their choices are taking them
"Walk softly in your neighbor's house so that your neighbor will walk softly in yours.",PROVERBS,NEUTRAL,,10,Say treat others how you want to be treated in your own home
"Anger is fire inside a house and patience is the water that keeps it from burning down.",PROVERBS,NEUTRAL,,10,Say anger destroys but patience protects like water fights fire
"The bird that builds its nest close to the ground is always the first to be disturbed.",PROVERBS,NEUTRAL,,10,Say those who take shortcuts end up most vulnerable
"Every mouth has its own taste and every person has their own reason for the things they do.",PROVERBS,NEUTRAL,,11,Say everyone has their own perspective and reasons for their choices
"Even the sun which gives light to all the world must bow and rest at the end of its day.",PROVERBS,NEUTRAL,,11,Say even the greatest must rest — no one is above needing rest
"A soldier's bravery is not shown in words but in what he does when the enemy arrives.",PROVERBS,NEUTRAL,,11,Say bravery is shown in action not in words
"The crocodile does not tell you it is dangerous, you know this already from what you see.",PROVERBS,NEUTRAL,,10,Say some dangers announce themselves clearly without words
"Never refuse a gift from an elder even if it is small because the thought is the treasure.",PROVERBS,NEUTRAL,,10,Say never refuse an elder's gift however small — the thought is what counts
"The ground does not forget the seeds that were planted in it even after many dry seasons.",PROVERBS,NEUTRAL,,10,Say the ground remembers seeds — good deeds are never forgotten
"A community that stops its traditions slowly loses the rope that holds all its people together.",PROVERBS,NEUTRAL,,11,Say losing traditions weakens the bonds that hold a community
"Tell me who walks with you and I will tell you where you are most likely going in this life.",PROVERBS,NEUTRAL,,11,Say the company you keep shows where your life is headed
"The termite builds its tall mound one grain of sand at a time over many patient seasons.",PROVERBS,NEUTRAL,,10,Say big things are built slowly with patience one small step at a time
"Freetown's cotton tree has stood at the center of town for centuries watching everything.",PLACE_NAMES,NEUTRAL,,11,Say Freetown's cotton tree has stood for centuries in the center
"The baobab trees along the Gambia River are some of the oldest living things in West Africa.",PLACE_NAMES,NEUTRAL,,11,Say the Gambia River baobabs are among West Africa's oldest trees
"The Sierra Leone River estuary is one of the widest and most beautiful in all of Africa.",PLACE_NAMES,NEUTRAL,,10,Say the Sierra Leone estuary is one of Africa's widest and most beautiful
"The crossing from Banjul to Barra on the Gambia River takes about thirty minutes by ferry.",PLACE_NAMES,NEUTRAL,,11,Say the Banjul to Barra ferry crossing takes thirty minutes
"The Fouta Djallon highlands in Guinea are the source of many great rivers in West Africa.",PLACE_NAMES,NEUTRAL,,11,Say the Fouta Djallon highlands are the source of many rivers
"The border crossing at Rosso between Senegal and Mauritania is always busy and crowded.",PLACE_NAMES,NEUTRAL,,11,Say the Rosso border crossing between Senegal and Mauritania is always busy
"Kolda in southern Senegal is surrounded by rice paddies and dense forest on all sides.",PLACE_NAMES,NEUTRAL,,10,Say Kolda is surrounded by rice paddies and dense forest
"The old colonial buildings along Lumley Beach in Freetown have seen a hundred years pass.",PLACE_NAMES,NEUTRAL,,11,Say old colonial buildings on Lumley Beach have stood a century
"The Mano River forms the border between Sierra Leone and Liberia in the south.",PLACE_NAMES,NEUTRAL,,9,Say the Mano River forms the Sierra Leone-Liberia border
"The Niokolo-Koba national park in Senegal is home to lions, elephants, and hippos.",PLACE_NAMES,NEUTRAL,,10,Say Niokolo-Koba park in Senegal has lions, elephants, and hippos
"The great mosque in Touba in Senegal draws millions of pilgrims every year for the festival.",PLACE_NAMES,NEUTRAL,,11,Say Touba mosque in Senegal draws millions of pilgrims each year
"Many Fula people from Guinea and Mali meet at the great cattle market in Diaobé.",PLACE_NAMES,NEUTRAL,,10,Say Fula people from Guinea and Mali meet at the Diaobé cattle market
"The road that connects Freetown to the provinces is often the first to flood in heavy rain.",PLACE_NAMES,NEUTRAL,,11,Say the Freetown provincial road floods first in heavy rain
"Conakry is a peninsula city surrounded by water on three sides and growing fast.",PLACE_NAMES,NEUTRAL,,9,Say Conakry is a peninsula city growing quickly
"The Kola Peninsula area north of Freetown is known for its fine beaches and fishing villages.",PLACE_NAMES,NEUTRAL,,11,Say the Kola Peninsula has fine beaches and fishing villages
"The border town of Gbalamuya connects Guinea and Sierra Leone through the forest road.",PLACE_NAMES,NEUTRAL,,10,Say Gbalamuya border town connects Guinea and Sierra Leone
"My grandfather walked from Labé to Conakry twice a year trading cattle and buying goods.",PLACE_NAMES,NEUTRAL,,11,Say grandfather walked from Labé to Conakry twice yearly to trade
"The Senegambia region has one of the densest concentrations of ancient stone circles in Africa.",PLACE_NAMES,NEUTRAL,,11,Say Senegambia has the densest ancient stone circles in Africa
"The new deep water port at Freetown handles more shipping containers than ever before.",PLACE_NAMES,NEUTRAL,,10,Say Freetown's deep water port handles more containers than before
"Kankan city on the Milo River in Guinea is an ancient trading and Islamic learning center.",PLACE_NAMES,NEUTRAL,,11,Say Kankan on the Milo River is an old trading and learning center
"The Gambia River bisects the entire country from east to west providing water and transport.",PLACE_NAMES,NEUTRAL,,11,Say the Gambia River crosses the whole country east to west
"The road from Ziguinchor to Kolda in Casamance passes through beautiful green forest.",PLACE_NAMES,NEUTRAL,,10,Say the Ziguinchor to Kolda road passes through green forest
"We traveled by pirogue up the Casamance River to reach the village near the Senegal border.",PLACE_NAMES,NEUTRAL,,11,Say you traveled by pirogue up the Casamance River to a village
"The Futa Jallon plateau in Guinea receives so much rain that it feeds rivers in six countries.",PLACE_NAMES,NEUTRAL,,11,Say the Futa Jallon plateau feeds rivers in six countries
"Cape Sierra Leone at the northern tip of the peninsula is where ships first see the land.",PLACE_NAMES,NEUTRAL,,10,Say Cape Sierra Leone is the first land ships see
"Kaolack on the Saloum River is Senegal's second busiest port and biggest peanut market.",PLACE_NAMES,NEUTRAL,,11,Say Kaolack is Senegal's second port and biggest peanut market
"The Great Green Wall project is planting trees from Dakar all the way east to Djibouti.",PLACE_NAMES,NEUTRAL,,11,Say the Great Green Wall plants trees from Dakar to Djibouti
"Koinadugu district in Sierra Leone has the highest altitude and coolest climate in the country.",PLACE_NAMES,NEUTRAL,,11,Say Koinadugu is Sierra Leone's highest and coolest district
"We sailed from Banjul down the coast past the fishing village of Bakau in the afternoon.",PLACE_NAMES,NEUTRAL,,10,Say you sailed from Banjul past Bakau village in the afternoon
"The ancient city of Kumbi Saleh in Mali was once the capital of the Ghana Empire long ago.",PLACE_NAMES,NEUTRAL,,11,Say Kumbi Saleh in Mali was once the ancient Ghana Empire capital
"The Fouta Djallon herders bring their cattle down to the Gambia lowlands every dry season.",PLACE_NAMES,NEUTRAL,,11,Say Fouta Djallon herders bring cattle to Gambia lowlands in dry season
"Timbuktu on the edge of the Sahara Desert was once the greatest center of learning in Africa.",PLACE_NAMES,NEUTRAL,,11,Say Timbuktu on the Sahara was once Africa's greatest learning center
"The Atlantic Ocean coast of Sierra Leone stretches for over five hundred kilometers of beaches.",PLACE_NAMES,NEUTRAL,,10,Say Sierra Leone's Atlantic coast stretches five hundred kilometers
"The iron ore mine at Tonkolili is one of the largest in all of West Africa by volume.",PLACE_NAMES,NEUTRAL,,10,Say the Tonkolili iron ore mine is one of West Africa's largest
"The sacred Kankurang forest in Gambia is where young men go for their initiation ceremonies.",PLACE_NAMES,NEUTRAL,,11,Say the Kankurang forest is where Gambian young men go for initiation
"Boundiali in northern Côte d'Ivoire is close to the border and shares much with Mandingo culture.",PLACE_NAMES,NEUTRAL,,11,Say Boundiali near the border shares Mandingo cultural ties
"The coast road from Freetown to Tombo village is one of the most scenic in all of Sierra Leone.",PLACE_NAMES,NEUTRAL,,11,Say the Freetown to Tombo coast road is one of Sierra Leone's most scenic
