english_text,category,emotion,instruction,target_duration_sec
My heart is so full of joy right now because my whole family is together again after such a very long time apart,EMOTIONS_HAPPY,HAPPY,,13
I just got the very good news that I finally got the job I have been praying and hoping for all these months,EMOTIONS_HAPPY,HAPPY,,13
The baby is walking for the first time all by herself and the whole family is clapping and cheering for her,EMOTIONS_HAPPY,EXCITED,,13
I am so proud of my son because he worked very hard and became the first person in our family to finish university,EMOTIONS_HAPPY,HAPPY,,13
We won the football match today and the whole village is celebrating because we have never beaten that team before ever,EMOTIONS_HAPPY,EXCITED,,13
Thank God for this beautiful new day and for the good health that my whole family woke up with this morning,EMOTIONS_HAPPY,HAPPY,,13
I cannot believe my eyes because the crops on our farm are growing so well and beautifully after all the hard work we did,EMOTIONS_HAPPY,HAPPY,,13
The rain has finally come after such a long dry season and everybody in the village is dancing and singing with happiness,EMOTIONS_HAPPY,EXCITED,,13
My mother is feeling so much better now after her long illness and the doctor says she is completely well and healthy again,EMOTIONS_HAPPY,HAPPY,,13
I saved enough money to finally buy my own small piece of land where I can build a house for my family one day,EMOTIONS_HAPPY,HAPPY,,13
The whole community came together to help rebuild our neighbor house after the big storm knocked it down last week and that made me very happy,EMOTIONS_HAPPY,HAPPY,,13
My wife just told me that we are expecting another baby and I am so excited that I cannot even sit down still,EMOTIONS_HAPPY,EXCITED,,13
I finished paying off all my debts today and it feels like a very heavy weight has been lifted off my tired shoulders,EMOTIONS_HAPPY,HAPPY,,13
The children performed a beautiful song and dance at the school concert and all the parents were so very proud of them,EMOTIONS_HAPPY,HAPPY,,13
I just received a surprise visit from my brother who I have not seen in over five very long years and I am so happy,EMOTIONS_HAPPY,HAPPY,,13
God has really blessed us this harvest season because we got more crops than we have ever gotten in all the years before,EMOTIONS_HAPPY,HAPPY,,13
I am smiling from ear to ear because I just found out that my application for the scholarship was approved and accepted,EMOTIONS_HAPPY,HAPPY,,13
The electricity finally came on after being off for three whole days and everybody in the neighborhood started shouting and clapping with joy,EMOTIONS_HAPPY,EXCITED,,13
My little girl said her very first word today and it was mama and I almost cried because I was so happy to hear it,EMOTIONS_HAPPY,HAPPY,,13
We finally finished building our new house after three long years of very hard work and saving every single small coin we earned,EMOTIONS_HAPPY,HAPPY,,13
I am so grateful to God because my family is alive and well and we have enough food on the table to eat today,EMOTIONS_HAPPY,HAPPY,,13
The whole street came alive with music and dancing when the young couple got married at the church celebration last Saturday afternoon,EMOTIONS_HAPPY,HAPPY,,13
I woke up this morning feeling so blessed and thankful for another beautiful chance to see a brand new day on this earth,EMOTIONS_HAPPY,HAPPY,,13
My grandmother told me a very funny story about when she was young and I laughed so hard that my stomach started hurting,EMOTIONS_HAPPY,HAPPY,,13
The team worked so hard all season long and when they finally won the trophy everyone was crying happy tears of pure joy,EMOTIONS_HAPPY,EXCITED,,13
I planted a mango tree ten whole years ago and this year it gave fruit for the very first time and they taste so sweet,EMOTIONS_HAPPY,HAPPY,,13
My friend surprised me with a birthday cake and a small party even though I told everyone not to make any fuss about it,EMOTIONS_HAPPY,HAPPY,,13
The teacher told me that my child is the top student in her whole class and that she is very bright and hardworking,EMOTIONS_HAPPY,HAPPY,,13
I feel so much joy and peace sitting here under this big tree with my family just talking and laughing together all day,EMOTIONS_HAPPY,HAPPY,,13
The new water well in our village is finally working and now we do not have to walk so far for clean water anymore,EMOTIONS_HAPPY,HAPPY,,13
Today my small business finally made enough profit to cover all the costs and I can see that my hard work is paying off,EMOTIONS_HAPPY,HAPPY,,13
I caught the biggest fish in the whole river today and everyone on the bank was shouting and cheering for me with excitement,EMOTIONS_HAPPY,EXCITED,,13
The doctor told us that the operation was very successful and my father is going to make a full and complete recovery from his illness,EMOTIONS_HAPPY,HAPPY,,13
I am dancing in my heart right now because all the good things that I have been praying for are finally starting to happen,EMOTIONS_HAPPY,HAPPY,,13
My neighbor brought me a big plate of food when I was feeling sick and that small act of kindness really made my whole day so much brighter,EMOTIONS_HAPPY,HAPPY,,13
The sunset over the ocean tonight is the most beautiful thing I have ever seen and it fills my soul with deep peace and happiness,EMOTIONS_HAPPY,HAPPY,,13
We received the letter saying our village has been chosen to get the new clinic and school building that we requested from the government,EMOTIONS_HAPPY,HAPPY,,13
I just heard my favorite song playing on the radio and it brought back so many happy and wonderful memories from my younger days,EMOTIONS_HAPPY,HAPPY,,13
My daughter drew a picture of our whole family holding hands together and it was the sweetest and most beautiful thing I have ever seen,EMOTIONS_HAPPY,HAPPY,,13
"After many years of trying so hard, I finally learned how to ride a bicycle without falling off and I feel so very proud of myself",EMOTIONS_HAPPY,HAPPY,,13
The whole village is celebrating because the football team that we all support together has won the big championship tournament this year,EMOTIONS_HAPPY,EXCITED,,13
I found my lost wedding ring that I thought was gone forever and I am so relieved and happy that I could not stop smiling all day,EMOTIONS_HAPPY,HAPPY,,13
My mother cooked my favorite meal today just because she knew that I was feeling sad and it really cheered me up right away,EMOTIONS_HAPPY,HAPPY,,13
Seeing all these children going to school with their uniforms on and their books in hand gives me so much hope for the future of our country,EMOTIONS_HAPPY,HAPPY,,13
The charity organization built ten new homes for the families who lost everything in the flood and seeing their faces full of joy was priceless,EMOTIONS_HAPPY,HAPPY,,13
I passed my driving test on the very first try and now I can finally drive on my own without needing someone to help me,EMOTIONS_HAPPY,HAPPY,,13
My family and I sat around the fire last night telling old stories and laughing together and it was a truly perfect and wonderful evening,EMOTIONS_HAPPY,HAPPY,,13
The market was so lively and colorful today with all the fresh fruits and vegetables and the sound of happy people buying and selling all around,EMOTIONS_HAPPY,HAPPY,,13
I just found out that my best friend is coming back home to visit from the city next week and I cannot wait to see her face,EMOTIONS_HAPPY,EXCITED,,13
The children in the neighborhood organized a small concert and sang all the old traditional songs that their grandparents taught them years ago and it was beautiful,EMOTIONS_HAPPY,HAPPY,,13
Every morning when I see the sun rise over the green hills around our village I feel so thankful to be alive in such a beautiful place,EMOTIONS_HAPPY,HAPPY,,13
My son built me a beautiful new wooden bench to sit on outside the house and I am so proud of his carpentry skills and hard work,EMOTIONS_HAPPY,HAPPY,,13
The community garden project that we all started together last year is finally producing food and everyone is sharing the harvest with big smiles on their faces,EMOTIONS_HAPPY,HAPPY,,13
I miss my father so very much since he passed away and some days the sadness in my heart feels too heavy to carry,EMOTIONS_SAD,SAD,,13
It hurts me deeply to see my children go to bed hungry because there was not enough food in the house for dinner tonight,EMOTIONS_SAD,SAD,,13
The flood destroyed everything we owned and now we have to start all over again from nothing with absolutely no help from anyone,EMOTIONS_SAD,SAD,,13
I worked so hard on my farm all year long but the drought killed almost every single one of my crops this dry season,EMOTIONS_SAD,SAD,,13
My best friend moved far away to another country and I do not know when I will ever get to see her again,EMOTIONS_SAD,SAD,,13
The doctor told us the medicine my mother needs is too expensive and we cannot afford to buy it for her treatment,EMOTIONS_SAD,SAD,,13
I feel so alone sometimes because my whole family lives very far away and I have nobody here to talk to when times are hard,EMOTIONS_SAD,SAD,,13
It breaks my heart to see so many young people leaving our beautiful village because there are no jobs or opportunities here for them,EMOTIONS_SAD,SAD,,13
We buried our beloved grandmother last week and the whole house still feels so empty and quiet without her warm voice and loving presence,EMOTIONS_SAD,SAD,,13
I studied very hard for the exam but I still did not pass and now I feel like all my effort was completely wasted,EMOTIONS_SAD,SAD,,13
My small shop was robbed last night and they took everything I had been working so hard for over the past two whole years,EMOTIONS_SAD,SAD,,13
The rain keeps falling through the holes in our broken roof and I do not have enough money to fix it before next season,EMOTIONS_SAD,SAD,,13
I promised my daughter a new school uniform but I could not keep my word because I lost my job at the factory last month,EMOTIONS_SAD,SAD,,13
Seeing the old school building crumbling and falling apart makes me so sad because that is where I learned to read and write as a child,EMOTIONS_SAD,SAD,,13
My husband has been away working in the city for over a year now and my heart aches every single day that he is gone,EMOTIONS_SAD,SAD,,13
The young man we all watched grow up in our community was killed in a terrible accident and the whole village is mourning his loss,EMOTIONS_SAD,SAD,,13
I cry sometimes at night when I think about all the things my children are missing out on because we are so very poor,EMOTIONS_SAD,SAD,,13
The fire burned down our family home and all the precious photographs and memories of our parents were lost in the flames forever,EMOTIONS_SAD,SAD,,13
It pains me to see my aging mother struggle to walk by herself because there is no one at home to help take care of her,EMOTIONS_SAD,SAD,,13
My father worked his whole life to build something good for our family but he never got to enjoy the fruits of all his hard labor,EMOTIONS_SAD,SAD,,13
The school that served our community for thirty years was shut down and now the children have to walk very far just to get an education,EMOTIONS_SAD,SAD,,13
I sold my last goat today to pay for my son hospital bill and I am not sure how we will eat next week without any income,EMOTIONS_SAD,SAD,,13
My heart is heavy because I had to leave my young children with their grandmother while I go to the city to find work,EMOTIONS_SAD,SAD,,13
The river that used to be so clean and full of fish when I was young is now dirty and polluted from all the mining activity,EMOTIONS_SAD,SAD,,13
I wanted to be a teacher when I was growing up but my family could not afford to send me to school past the primary level,EMOTIONS_SAD,SAD,,13
Watching my neighbor family get evicted from their home because they could not pay the rent was one of the saddest things I have ever seen,EMOTIONS_SAD,SAD,,13
The beautiful old cotton tree that stood in the center of our village for over a hundred years was cut down yesterday for construction,EMOTIONS_SAD,SAD,,13
I feel so tired and discouraged sometimes because no matter how hard I work things never seem to get any better for my family,EMOTIONS_SAD,SAD,,13
My grandmother told me stories about how peaceful and prosperous our village once was and it makes me sad to see how much it has changed,EMOTIONS_SAD,SAD,,13
The medicine that my child needs is not available anywhere in our area and the nearest pharmacy that has it is over fifty kilometers away,EMOTIONS_SAD,SAD,,13
It rains inside our classroom through the damaged roof and the children have to sit in puddles of water while trying to study and learn,EMOTIONS_SAD,SAD,,13
I had to drop out of school to help my family earn money and I always wonder what my life could have been like with more education,EMOTIONS_SAD,SAD,,13
My mother cries every night because she misses my brother who went to sea on a fishing boat and never came back home to us,EMOTIONS_SAD,SAD,,13
The landlord told us we have to leave by the end of this month and we have absolutely nowhere else to go with our children,EMOTIONS_SAD,SAD,,13
Every time I pass by the empty market stall where my late wife used to sell her goods I feel a sharp pain in my heart,EMOTIONS_SAD,SAD,,13
I am worried about my old father who lives alone in the village because there is nobody there to look after him when he gets sick,EMOTIONS_SAD,SAD,,13
The young people in our village have lost hope because they cannot find any work even after finishing their education at school and college,EMOTIONS_SAD,SAD,,13
It saddens me that the traditional way of life that our ancestors practiced for hundreds of years is slowly disappearing and being forgotten by everyone,EMOTIONS_SAD,SAD,,13
I wake up every morning at five o clock to sweep the compound clean and fetch water before the children are ready for school,DAILY_LIFE,NEUTRAL,,13
My wife cooks the most delicious cassava leaf stew with plenty of fish and palm oil that the whole family always enjoys eating together,DAILY_LIFE,NEUTRAL,,13
Every Sunday after church service our whole family gathers at my grandmother house to eat a big meal together and share stories,DAILY_LIFE,NEUTRAL,,13
I spend most of my afternoon sitting under the big mango tree repairing old shoes that people bring to me from all around the area,DAILY_LIFE,NEUTRAL,,13
The children love to play football in the dusty field behind the school building every evening until it gets too dark outside to see,DAILY_LIFE,NEUTRAL,,13
"My daily routine is to wake up early, cook breakfast for the children, clean the house, and then go to the market to trade",DAILY_LIFE,NEUTRAL,,13
We use charcoal to cook all our meals because the price of cooking gas is just too expensive for our small family budget right now,DAILY_LIFE,NEUTRAL,,13
I carry my baby on my back while I do all the housework because there is nobody else at home to help me watch her,DAILY_LIFE,NEUTRAL,,13
The whole neighborhood gathers around the radio every evening to listen to the news broadcast and the popular drama show that comes on after,DAILY_LIFE,NEUTRAL,,13
I walk about three kilometers every single morning just to get clean water from the well and then I carry it all the way back home,DAILY_LIFE,NEUTRAL,,13
My grandmother always tells us the old traditional stories at night by the firelight while the children sit around her and listen very carefully,DAILY_LIFE,NEUTRAL,,13
On Saturday mornings I take all my dirty clothes down to the stream and wash them by hand on the flat rocks in the water,DAILY_LIFE,NEUTRAL,,13
I iron clothes for other people in the neighborhood to earn some extra money during the week when business at my shop is slow,DAILY_LIFE,NEUTRAL,,13
Every evening before dinner our family sits together on the veranda and talks about everything that happened during the day at work and school,DAILY_LIFE,NEUTRAL,,13
My mother makes the best groundnut soup in the whole village and everybody always asks her for the recipe but she keeps it a secret,DAILY_LIFE,NEUTRAL,,13
I ride my old bicycle to work every day because the bus fare is too expensive and it saves me a lot of money each month,DAILY_LIFE,NEUTRAL,,13
The women in our community take turns watching each other children so that everyone can get their work done during the busy daytime hours,DAILY_LIFE,NEUTRAL,,13
I spend my evenings studying by lamplight because the electricity in our area only comes on for a few short hours each day,DAILY_LIFE,NEUTRAL,,13
My father taught me how to weave fishing nets when I was still a young boy and I have been doing it ever since then,DAILY_LIFE,NEUTRAL,,13
Every morning the rooster crows at exactly the same time and that is how I know it is time to get up and start my day,DAILY_LIFE,NEUTRAL,,13
I prepare my children school lunch the night before because the mornings are always too busy and rushed to do everything that needs to be done,DAILY_LIFE,NEUTRAL,,13
My neighbor and I share a water pump that we installed together between our two compounds and we take turns maintaining it every other month,DAILY_LIFE,NEUTRAL,,13
The market is always busiest on Friday mornings because that is when the fresh fish and vegetables arrive from the farms and fishing villages nearby,DAILY_LIFE,NEUTRAL,,13
I braid my daughter hair every Saturday morning while we sit outside in the shade and she tells me all about what happened at school,DAILY_LIFE,NEUTRAL,,13
My old kerosene lamp gives just enough light for me to cook dinner in the kitchen when the electricity goes off at night time,DAILY_LIFE,NEUTRAL,,13
We hang our clothes on the washing line outside and they dry very quickly in the hot afternoon sun during the dry season months,DAILY_LIFE,NEUTRAL,,13
I always make sure to greet every person I pass on the road because that is the respectful and proper way to behave in our culture,DAILY_LIFE,NEUTRAL,,13
The neighborhood children all walk to school together in a big group every morning for safety and they sing songs along the dusty road,DAILY_LIFE,NEUTRAL,,13
I sell fried plantains and groundnuts at a small stand by the main road and my regular customers come every afternoon to buy some,DAILY_LIFE,NEUTRAL,,13
My family eats rice and cassava almost every day for our main meals because those are the most affordable staple foods available around here,DAILY_LIFE,NEUTRAL,,13
When the power goes out at night we all sit together outside under the stars and tell funny stories to pass the time until it returns,DAILY_LIFE,NEUTRAL,,13
I patch and mend my children school uniforms every weekend because we cannot afford to buy new ones each time they get torn or damaged,DAILY_LIFE,NEUTRAL,,13
The women in our village meet every Thursday afternoon to practice traditional songs and dances that we perform at community celebrations and festivals,DAILY_LIFE,NEUTRAL,,13
I start the cooking fire at dawn every morning using dry sticks and palm kernel shells that I collect from around our compound area,DAILY_LIFE,NEUTRAL,,13
"My small garden behind the house grows enough peppers, tomatoes and okra to feed my family and sometimes I even have extra to sell at market",DAILY_LIFE,NEUTRAL,,13
Every month I put aside a small amount of money in the village savings group so that I can have some funds available for emergencies,DAILY_LIFE,NEUTRAL,,13
The barber down the street cuts hair for all the men and boys in our area and his shop is always full and busy on weekends,DAILY_LIFE,NEUTRAL,,13
I use a hand fan to keep the flies away from the food while I am cooking outside on the open fire in the yard,DAILY_LIFE,NEUTRAL,,13
My children help me collect firewood from the bush after school and we stack it neatly under the overhang behind our kitchen for later use,DAILY_LIFE,NEUTRAL,,13
The old men in our village sit under the big cotton tree every afternoon playing cards and checkers while they discuss the latest village news,DAILY_LIFE,NEUTRAL,,13
How much are you selling these fresh tomatoes for today because the price seems much higher than it was at the market last week?,MARKET_SHOPPING,NEUTRAL,,13
"I need to buy three cups of rice, a bottle of palm oil, and some fresh pepper for tonight dinner at our house",MARKET_SHOPPING,NEUTRAL,,13
"The fish at this stall looks very fresh today, can you please give me two big pieces and wrap them up nicely for me?",MARKET_SHOPPING,NEUTRAL,,13
I have been coming to this same market every single week for over ten years now and I know all the good sellers by name,MARKET_SHOPPING,NEUTRAL,,13
Please give me a small discount on these shoes because I am buying two pairs at the same time for my children to wear,MARKET_SHOPPING,NEUTRAL,,13
The woman who sells the best cassava leaves in the whole market is not here today so I will have to look elsewhere for them,MARKET_SHOPPING,NEUTRAL,,13
I brought my biggest basket today because I need to buy enough food and supplies to last my whole family for the entire next week,MARKET_SHOPPING,NEUTRAL,,13
Can you keep this fabric for me until next Friday when I get paid because I really want it but I do not have enough money today,MARKET_SHOPPING,NEUTRAL,,13
The plantains at the entrance of the market are always cheaper and fresher than the ones they sell at the stalls deep inside,MARKET_SHOPPING,NEUTRAL,,13
"My mother sent me to buy palm oil, salt, stock cubes and onions and she told me not to spend more than ten thousand leones",MARKET_SHOPPING,NEUTRAL,,13
I always check the price at three different stalls before I buy anything at the market so that I get the very best deal possible,MARKET_SHOPPING,NEUTRAL,,13
The market is so crowded and busy today because tomorrow is a big holiday and everybody is buying food to cook for the celebration feast,MARKET_SHOPPING,NEUTRAL,,13
Please weigh these groundnuts properly on your scale because last time I felt like you did not give me the full correct amount,MARKET_SHOPPING,NEUTRAL,,13
I want to buy a nice piece of fabric to make a new dress for my wife to wear to the wedding ceremony next Saturday,MARKET_SHOPPING,NEUTRAL,,13
The secondhand clothes section of the market always has very good quality items if you take your time and search carefully through the piles,MARKET_SHOPPING,NEUTRAL,,13
I need to find a good deal on school supplies for all three of my children before the new term starts next month at school,MARKET_SHOPPING,NEUTRAL,,13
"This mango is not ripe enough yet, can you please pick out some better ones from the back of the pile for me instead?",MARKET_SHOPPING,NEUTRAL,,13
I always buy my cooking pots and kitchen utensils from the same vendor because he gives good prices and his products last a very long time,MARKET_SHOPPING,NEUTRAL,,13
The price of a bag of rice has gone up again this month and it is very hard for poor families to keep buying it now,MARKET_SHOPPING,SAD,,13
I am looking for a good quality second hand phone that still works well and does not cost too much money to buy today,MARKET_SHOPPING,NEUTRAL,,13
The market women organized themselves into a group and they take turns lending money to each other for buying new stock and supplies,MARKET_SHOPPING,NEUTRAL,,13
Please cut this fish into smaller pieces for me so that I can share it equally between the different soups I am cooking this week,MARKET_SHOPPING,NEUTRAL,,13
I came to the market very early this morning so that I could get the freshest vegetables before all the best ones are sold out,MARKET_SHOPPING,NEUTRAL,,13
My daughter wants me to buy her a new backpack for school but all the good ones at the market are still too expensive for us,MARKET_SHOPPING,NEUTRAL,,13
The cloth seller showed me a beautiful design with bright colors and I am thinking about buying enough to make outfits for the whole family,MARKET_SHOPPING,NEUTRAL,,13
I bought a watermelon from the fruit seller at the corner and when I cut it open at home it was perfectly sweet and red inside,MARKET_SHOPPING,HAPPY,,13
The charcoal seller at the market gives better prices if you buy a whole big bag instead of the small small portions each time,MARKET_SHOPPING,NEUTRAL,,13
I need to buy some medicine from the pharmacy stall in the market but I want to make sure it is not expired or fake first,MARKET_SHOPPING,NEUTRAL,,13
My neighbor asked me to pick up some fresh ginger and garlic from the spice section of the market while I am there shopping today,MARKET_SHOPPING,NEUTRAL,,13
The shoe maker at the market can repair almost any broken shoe or sandal and he does very good work for a very fair price,MARKET_SHOPPING,NEUTRAL,,13
I am saving my money so that I can buy a big new pot for cooking because the old one has a crack and leaks water everywhere,MARKET_SHOPPING,NEUTRAL,,13
The women who sell cooked food at the market always have customers waiting in line because their food is so cheap and tasty and filling,MARKET_SHOPPING,NEUTRAL,,13
Please tie this bag of onions very tightly because I have a long way to walk home and I do not want anything to fall out,MARKET_SHOPPING,NEUTRAL,,13
I found a very nice pair of earrings at the jewelry stall and I am thinking of buying them as a gift for my sister birthday,MARKET_SHOPPING,NEUTRAL,,13
The palm wine seller taps his wine fresh from the trees every single morning and it is always sweet and cold and very refreshing to drink,MARKET_SHOPPING,NEUTRAL,,13
My wife told me to bargain hard at the market today and not to pay the first price that any of the sellers ask for,MARKET_SHOPPING,NEUTRAL,,13
Walk straight down this road until you reach the big roundabout and then turn left at the petrol station near the market entrance,DIRECTIONS_PLACES,NEUTRAL,,13
The hospital is on the other side of town past the football field and you will see the big blue gate from the main road,DIRECTIONS_PLACES,NEUTRAL,,13
Take the first right turn after the bridge and then keep walking for about ten more minutes until you see the school compound ahead,DIRECTIONS_PLACES,NEUTRAL,,13
My house is the third one on the left side of the street just after the mosque with the green painted roof on top,DIRECTIONS_PLACES,NEUTRAL,,13
The market is in the center of town near the clock tower and it is very easy to find because you can hear the noise from far away,DIRECTIONS_PLACES,NEUTRAL,,13
If you follow this path through the bush for about twenty minutes it will take you straight to the river crossing at the other end,DIRECTIONS_PLACES,NEUTRAL,,13
The chief house is the biggest building in the whole village and it has a large mango tree standing right in front of the main door,DIRECTIONS_PLACES,NEUTRAL,,13
You need to cross the bridge first and then go up the hill and the clinic will be right there on your left hand side,DIRECTIONS_PLACES,NEUTRAL,,13
The pharmacy is right next to the bakery on the main street and you can smell the fresh bread from outside when you walk by,DIRECTIONS_PLACES,NEUTRAL,,13
Turn right at the junction where the three roads all meet together and then walk straight for about five hundred meters past the church building,DIRECTIONS_PLACES,NEUTRAL,,13
The best fishing spot on the whole river is about two kilometers upstream from where the old wooden bridge used to stand before it collapsed,DIRECTIONS_PLACES,NEUTRAL,,13
My farm is behind the big hill on the north side of the village and you have to cross the small stream to get there,DIRECTIONS_PLACES,NEUTRAL,,13
The police station is located on the same street as the post office just across from where the old cinema building used to be,DIRECTIONS_PLACES,NEUTRAL,,13
You can find the tailor shop inside the small alley between the hardware store and the mobile phone repair booth near the market gate,DIRECTIONS_PLACES,NEUTRAL,,13
If you take the bus from the main station it will drop you off right at the junction near the entrance to the village,DIRECTIONS_PLACES,NEUTRAL,,13
The school is at the very top of the hill and the children have to climb up a steep path every single morning to get there,DIRECTIONS_PLACES,NEUTRAL,,13
The new health clinic they just built is right behind the community center building next to the big open field where we play football,DIRECTIONS_PLACES,NEUTRAL,,13
My mother village is about three hours drive from here along the highway going east towards the border with the neighboring country,DIRECTIONS_PLACES,NEUTRAL,,13
The water well is in the middle of the village square right next to where the women usually sit and sell their goods every day,DIRECTIONS_PLACES,NEUTRAL,,13
You cannot miss the church building because it has the tallest steeple in the whole area and you can see it from very far away,DIRECTIONS_PLACES,NEUTRAL,,13
The ferry terminal is down by the waterfront and you need to get there before eight o clock in the morning to catch the first boat,DIRECTIONS_PLACES,NEUTRAL,,13
If you get lost just ask anyone on the road for directions to the big cotton tree and everybody in this area knows where it is,DIRECTIONS_PLACES,NEUTRAL,,13
The carpenter workshop is behind the mosque on the small side road that leads down to the stream where the women do their washing,DIRECTIONS_PLACES,NEUTRAL,,13
My uncle farm is the one with the tall palm trees along the fence line and the red painted gate at the entrance on the north side,DIRECTIONS_PLACES,NEUTRAL,,13
Walk along the beach heading south until you see the big rocks sticking out of the water and that is where the fishermen pull in their boats,DIRECTIONS_PLACES,NEUTRAL,,13
The gas station is at the very edge of town right where the paved road ends and the dirt road begins going up into the hills,DIRECTIONS_PLACES,NEUTRAL,,13
You will know you are getting close to the village when you start to see the smoke rising from the cooking fires in the evening air,DIRECTIONS_PLACES,NEUTRAL,,13
The market has four main entrances and the one closest to the bus stop is the best one to use if you are coming from town,DIRECTIONS_PLACES,NEUTRAL,,13
Follow the river downstream for about one kilometer and you will come to a clearing where the women usually go to wash clothes on the rocks,DIRECTIONS_PLACES,NEUTRAL,,13
My grandmother is the strongest and wisest woman I have ever known in my life and she raised all twelve of her children by herself,FAMILY_PEOPLE,NEUTRAL,,13
My older brother works as a fisherman down at the wharf and he goes out on the ocean in his boat very early every single morning,FAMILY_PEOPLE,NEUTRAL,,13
I have four children and they are all in school right now getting a good education so they can have a better future ahead,FAMILY_PEOPLE,NEUTRAL,,13
My mother taught me everything I know about cooking good food and now I am teaching my own daughter the same traditional recipes at home,FAMILY_PEOPLE,NEUTRAL,,13
My husband is a very hardworking man who wakes up before sunrise every day to go to work and support our whole family here,FAMILY_PEOPLE,NEUTRAL,,13
The youngest child in our family always makes everyone laugh with her funny jokes and silly dances that she learns from the television shows,FAMILY_PEOPLE,HAPPY,,13
My father was a farmer his whole life and he taught all his sons and daughters how to work the land and grow good crops,FAMILY_PEOPLE,NEUTRAL,,13
I am the oldest of six children in my family so I had to help my parents take care of all my younger brothers and sisters,FAMILY_PEOPLE,NEUTRAL,,13
My aunt is a traditional midwife who has helped deliver more than three hundred babies in our village over the past thirty years,FAMILY_PEOPLE,NEUTRAL,,13
My twin sons look exactly alike and even their own teacher at school sometimes cannot tell which one is which without asking them their names,FAMILY_PEOPLE,HAPPY,,13
My wife runs a small business selling cooked food at the market and she is one of the most popular vendors in the whole area,FAMILY_PEOPLE,NEUTRAL,,13
My grandfather fought in the war and he used to tell us stories about those difficult times that would make the whole room go very quiet,FAMILY_PEOPLE,NEUTRAL,,13
I named my first born daughter after my mother because she was the most important person in my life and I wanted to honor her memory,FAMILY_PEOPLE,NEUTRAL,,13
My cousin came from the village to live with us in the city so that she could go to a better school and get more opportunities,FAMILY_PEOPLE,NEUTRAL,,13
The elders in our family always gather together to make important decisions and they discuss everything carefully before anyone takes any major action or step,FAMILY_PEOPLE,NEUTRAL,,13
My sister in law is a nurse at the hospital and she works very long hours to help take care of all the sick patients there,FAMILY_PEOPLE,NEUTRAL,,13
My late father always said that education is the one thing that nobody can ever take away from you once you have it in your mind,FAMILY_PEOPLE,NEUTRAL,,13
My mother in law is a very kind and generous woman who treats me like her very own daughter and I am grateful for her love,FAMILY_PEOPLE,HAPPY,,13
I want my children to have all the opportunities that I never had when I was growing up poor in the small village back then,FAMILY_PEOPLE,NEUTRAL,,13
My uncle is the chief of our village and he has been leading the community with fairness and wisdom for over twenty long years now,FAMILY_PEOPLE,NEUTRAL,,13
My daughter wants to become a doctor when she grows up and I am working very hard every day to save enough money for her schooling,FAMILY_PEOPLE,NEUTRAL,,13
The whole family contributed money together to send our brightest young person to university in the capital city so she can study and learn more,FAMILY_PEOPLE,NEUTRAL,,13
"My nephew is a very talented musician who can play the guitar, the drums, and sing beautifully all at the same time without any lessons",FAMILY_PEOPLE,NEUTRAL,,13
I am raising my three grandchildren alone because their parents went to work in the city and they send money home to help every single month,FAMILY_PEOPLE,NEUTRAL,,13
My brother and I are very close and we talk on the phone almost every day even though we now live in two different towns far apart,FAMILY_PEOPLE,NEUTRAL,,13
The women in my family are all very strong and determined people who never give up no matter how difficult things get in their lives,FAMILY_PEOPLE,NEUTRAL,,13
My father always made sure we all sat down together as a family to eat dinner every single night no matter how busy everyone was,FAMILY_PEOPLE,NEUTRAL,,13
My youngest son just turned five years old last week and he is already asking me when he can start going to school like his big sister,FAMILY_PEOPLE,HAPPY,,13
My grandmother tells me that our family has been living in this village for more than five generations and our roots here run very deep,FAMILY_PEOPLE,NEUTRAL,,13
I am so proud of my niece because she finished her training as a teacher and now she is teaching children in her own village school,FAMILY_PEOPLE,HAPPY,,13
My wife and I have been married for over twenty years now and through all the good times and hard times we have always stayed strong together,FAMILY_PEOPLE,NEUTRAL,,13
I have been having a very bad headache for three days now and the pain medicine I took does not seem to be helping at all,HEALTH,NEUTRAL,,13
The nurse at the clinic told me that I need to drink more clean water every day and eat plenty of fresh fruits and vegetables,HEALTH,NEUTRAL,,13
My child has a high fever and has been vomiting since early this morning so I need to take her to the doctor right away,HEALTH,URGENT,,13
The malaria medicine is very bitter and hard to swallow but you have to take the full course or the sickness will come right back,HEALTH,NEUTRAL,,13
I went to the hospital today for my regular checkup and the doctor said my blood pressure is still a little bit too high,HEALTH,NEUTRAL,,13
The closest health center to our village is about ten kilometers away and there is only one nurse working there most days by herself,HEALTH,SAD,,13
Please wash your hands with soap and clean water every time before you eat food and after you use the toilet to stay healthy,HEALTH,NEUTRAL,,13
My grandmother uses traditional herbal medicine made from roots and leaves to treat common ailments like stomach pains and colds and coughs,HEALTH,NEUTRAL,,13
The pregnant women in our community walk very far to the clinic for their prenatal checkups because there is no closer health facility available,HEALTH,SAD,,13
I need to take my medicine at the same exact time every single day or it will not work properly to control my condition,HEALTH,NEUTRAL,,13
The doctor told me to rest at home for one whole week and not to do any heavy lifting or hard physical work during that time,HEALTH,NEUTRAL,,13
My mother has diabetes and she has to be very careful about what kinds of foods she eats and how much sugar is in everything,HEALTH,NEUTRAL,,13
Clean drinking water is the most important thing for keeping our families healthy but many communities in our area still do not have proper access to it,HEALTH,NEUTRAL,,13
I took my son to get all his vaccinations at the health center and the nurses were very kind and gentle with him during the whole process,HEALTH,NEUTRAL,,13
